comment,sentiment,length
theater ki mohabbat inhe kusha kusha london le gai jahan inho ne mein royal academy of dramatic arts mein drama ki baqaida tarbiyat hasil ki aur stage dramas ka aaghaz kiya,positive,172
zia mohyeddin se meri dosti barson par muheet hai,positive,49
jis shakhs ne sari zindagi nazreen aur tamashaiyon ke saamne apne funn ka muzahira karne mein guzari ho wo bhala sharmeela kis tarah ho sakta hai lekin haqiqat yeh hai ke zia mohyeddin sharmeele hain aur is silsile mein main apni taraf se kuch kehne ke bajae khud un ke alfaaz dohrana chahonga,positive,293
main yeh baat is liye keh raha hon ke amoman log samajhte hain ke showbiz mein sharmile aadmi ka koi kaam nahi halan ke mera khayal hai ke mein to is maidan mein aaya he is liye tha,positive,181
sakht sharmilapan aur namood o numaiysh ki khuwahish,positive,52
sharmilapan he insaan ko apni zaat ke izhaar ke liye dosri chezon ka sahara lene par majboor karta hai,positive,102
zia mohyeddin show apne daur ka behad maqbool aur meyari program tha,positive,68
zia mohyeddin ka kehna hai ke mujhe is program ki maqboliyat ka andaza is roz hua jab main ne aik choti si bachi ko yeh kehte hue suna ammi ammi wo dekhen zia mohyeddin show ja rahe hain,positive,186
zia mohyeddin barhi mehnat aur tehqeeq ke sath sawalaat tayyar karte the,positive,72
nasir iqbal is waqat pakistan ke un chand khilariyon mein se aik hain jin se mustaqbil mein achi umeeden wabasta hain,positive,117
wo pakistan squash ki tarikh ke wahid khilari hain jinein british open junior ki under championship jetne ka ezaz hasil hai,positive,123
wo duniya squash mein junior satah ke kai muqabalon ke title apne naam kar chuke hain,positive,85
st april ko bannu mein paida hone wale pakistan number one nasir iqbal apne khandan ke wahid fard hain jo benul qawami satah par pakistan ki numaindagi kar rahe hain,positive,165
unhein england mein hone wale london open aur malaysia mein hone wale royal cup ka title jeetne ka ezaz bhi hasil hai,positive,117
duniya e squash mein ke ikhtetam par un ki world ranking thi tahum nasir iqbal ke azam buland hain aur bohat jald dunya ke top ten khilariyon mein shamil hone ke leye pori mehnat kar rahe hain,positive,192
nasir iqbal main bannu se squash kheelne wala phela khilari hun,positive,63
bas usse dekh kar mera shoq barha aur main is tarah aaga aur teen saal ki practice aur training ke bad main ne british junior mein shirkat ki aur under championship jeetne mai kaamyab raha,positive,188
is tournament mein kaamyabi se mere leye squash kheelne ki rahein khulti gayein phir bad mein na sirf pakistan balke beron e mulk mein bhi junior title jeetne mein kaamyab raha hun,positive,180
question haliya dinon mein benul aqwam satah par aap ki karkardagi nisbatan behtar rahi hai aage kia tawaqoaat hain,positive,115
nasir iqbal koshish yehi hoti hia ke mehnat karen aura chi karkardagi pesh karen,positive,80
har waqat zehan mein yehi baat hoti hai ke jis tarah jahangir khan aur jan sheer khan ne pakistan ka naam roshan kiya hai un ke naqsh e qadam chalen aur squash mein pakistan ke khoye howae muqam ko aik martaba phir hasil kar len,positive,228
lekin is ki wahaj talent ya practice ki kami nahi hai,positive,53
allah ka shukar hai ke is ke bawajod main london open aur us se qabal malaysia mein hone wale royal cup ko jeetne mein kaamyab raha,positive,131
jahan squash ke almi number aik aur do khilariyon se muqable ache aur kante ke howae the,positive,88
khas tor par girigiri goltair se bohat close match howae the,positive,60
main ab tak top ranking ke khilariyon ko shikast de chukka hun,positive,62
sirf moqa milne ki baat hai agar ye musalsal milte rahe to nataij aur behtar hun ge,positive,83
jab ke aik waqat tha ke jab ya saal tak ke khilari court mein benul qawami squash kheelte nazar aate the,positive,104
meri umar is waqat saal hai aur mere pas abhi kafi waqat hai ke main duniya ke bare bare tournaments mein karkardagi pesh karon aur top position hasil karon,positive,156
nasir iqbal jahan tak misr ki baat hai to misr se taluq rakhne wale khilari kafi ache ja rahe hain misr mein junior khilariyon,positive,126
junior muqablon mein misr ke khilari benul aqwami satah par kafi behtar karkardagi ka muzahirah kar rahe hain is waqat misr ke benul aqawami satah ke khilari karim darwesh aur amar shabana junior khilariyon ko training de,positive,221
halan ke humare khilariyon ko tawatur ke sath bare tournaments mein shirkat ke moqe mile to hum top ten khilariyon ko shikast dene main,positive,135
apni missal pesh karta hunk e agar beron e mulk hone wale shirkat ke leye mujhe sirf tickets bhi mil jayein to main bohat jald ranking behtar karte howae top ten khilariyon mein aasakta hun,positive,189
question ghar walon ki taraf se beron e mulk hone wale tournaments mein shirkat ke hawale se kitni support hainasir iqbal is waqat to tamam tar support ghar walon ki taraf se hi hai won a sirf hum par mehnat kar rahe,positive,216
hum ne himat nahi hari hum neek niyati ke sath lage howae hain,positive,62
humein umeed hai ke halat hameshah kharab nahi rahein ge aura cha waqat zaror aaye ga kyun ke hum bhi kisi se kam nahi hain,positive,123
question ese kon se senior khilari hain jin ki ranking behtar hone ke imkanat hain aur wo kam iz kam top mein aasakte hainnasir iqbal senior mein is waqat mere sath farhan zaman danish atlas sheikh saqib aur taiya,positive,213
main samajhta hunk e khilariyon ko pia ya mukhtalif banks aur degar idaron mein mulazimat mile to phir squash ka kheel aur tezi se taraqi kare ga,positive,145
yeh november ka waqea hai jab adleed mein torsam khan doosre round ke match mein new zealand ke newan barber ke madd e moqabil they woh tamashayon sey bhari huee galri mein apne fun ka shandar mozahra ker rahe they,positive,214
uss waqt un ke teen behtareen dost hadayat jahangogi alauddin jaif hat un ke qareeb maujood they aur un ki azmat ko salam ker rahe they,positive,135
saal years ki umer mein woh pehli mertaba qaumi junior champion bane they aur iss tarah unki shohrat ka silsila shooru hua,positive,122
mein new zealand ke daura mein unhon ne pakistan ki numaen dagi ki mein unhon ne western england open jeeti aur issi saal professional serkit mein agae,positive,151
mein unhon ne teen aham tournament jeete aur apna nam bare khelaryon ki saf mein likhwa leya ane wale saalon mein woh duniya ke top ten khelaryon mein shamil they magar,positive,168
wo guzishta dinon russia mein hone wale world university moqablon mein pakistan universities ki numaindagi kar chuki hain,positive,121
higher education unhein un ki athletics ke medan mein outstanding karkardagi par scholar ship se bhi nawaz chukka hai,positive,117
wo pakistan athletics ki pheli athlete hain jo quomi satah ke moqablon mein aik event ke doran infaradi tor par gold medals hasil karne ke elawa majmoi tor par darjan se zaid gold medals apne naam kar chukka hain,positive,212
wo aik behtareen sprinter aur jumper hain,positive,41
un ki shandar karkardagi ke baad ab ye baat yaqini hai ke wo bohat jald pakistan ki numaindagi karne mein kamyab ho jayein gi,positive,125
phir jab main secondary school mein aai to aik moqe par meri sports teacher miss zareen ne mujhe bolaya aur kaha ke tum behtareen athlete ban sakti ho,positive,150
wahein se athletics mein meri dilchaspi barhti gai aur main ne school mein taleem ke doran hi secondary satah par hone wale muqablon mein baqaidah shirkat karni shuru ki,positive,169
question aap apni mojudah karkardagi se mutmain hainrazia sheer khan main anpi karkardagi se bohat mutmain hun,positive,110
main ne pheli martaba mein hone wale quomi muqablon mein gold medal hasil kiya tha allah ke fazal se us waqat se ab tak meri karkardagi behtar se behtar ho rahi hai aura b tak main national level par dozen se zaid,positive,213
question is ka matlab hai ke aap ka athletics mein jane ka fasla sahi tharazia sheer khan bilkul ab jab ke main is mein achi karkardagi pesh kar rahi hun to main ye keh sakti hunk e mera athletics mein aane ka fasla sah,positive,219
is ka credit main apni scholl teacher ko bhi don gi jinhon ne mujhe athlete banne par aamadah kiya,positive,98
mera kaam nekniyati se mehnat karna hai aur wo main kar rahi hun,positive,64
meri karkardagi bhi sab ke samne hai aur mujhe selectors par etemad hai,positive,71
insha allah main bohat jald quomi team ki numaindagi karon gi,positive,61
jinhon ne meri ibtedai khamiyon ko khatam karne aur mujhe bahesiyat athlete sahi track par lane mein aham kirdar ada kiya,positive,121
is waqat m,positive,10
aslam aur imran khan mere coaches aur trainers hain jo meri karkardagi ko har guzatre din ke sath behtar karne mein madad farahum kar rahe hain,positive,143
abhi jab main russia mein hone wale world universities muqablon mein sharik thi to wahanmuqablon ka behtareen mayar dekh kar bari khush gawar heraat hoi,positive,152
har muqable mein hissa lene ke bad har athlete ko aik doctor dekhne aata tha aur usse check karta tha jab ke dosri saholaten is ke elawa thein,positive,142
ye esi cheizen hain jin se athletes ke etemad mein izafa hota hai aur wo mazid behtar karkardagi ki janib barhte hain,positive,117
left hand se khelne wale stylish batsmen ka tazkara ho to baat pakistan ke mayanaaz opening batsmen saeed anwar tak zaroor pohanchegi,positive,133
aamir sohail ke sath in ki jorhi ko majid khan aur sadiq mohammad ke bad pakistan ko milne wala behtareen opening pair qarar diya ja sakta hai,positive,142
tahum selectors in se mayoos na hue aur inhe dobara mauqa diya gaya jis se saeed anwar ne pora faida uthaya yahan tak ke jab saeed anwar retire hue to in ka shumar duniya ke suff e awwal ke cricketers mein hota tha,positive,214
rote hue aate hain sab hansta hua jo jaega,positive,42
wo muqaddar ka sikander janemann kehlaega,positive,41
ned university se computer science mein engineering ki degree li aur cricket ki duniya fatah karne nikal khare hue,positive,114
phir mein kcca ne inhe select kar liya bad mein inho ne ubl adbp lahore national bank aur pakistan ki numaiydegi ki,positive,115
saeed anwar aksar off stump ki taraf andha dhund andaaz mein jhapatte the lekin inhe rokne ka koi faida nahi tha kyun ke yehi in ke liye runs banane ka sab se zarkhez ilaqa tha,positive,176
one day cricket mein jab ibtedai overs ke liye fielding ke hawale se baaz pabandiyan aaiyd ki gai to saeed anwar fifty banane ke liye goya race lagaya karte the aur apni team ko aksar flying start diya karte the,positive,211
saeed anwar match winning innings khelne ki pori salahiyat rakhte the,positive,69
cricket ke bohat se qadamat pasand experts ne off stump ki janib yalghar karne ki saeed anwar ki kamzori par umgliyan uthai hain lekin sachi baat yeh hai ke jis batsman ne off stump ki bhol bhullaiyon par mabni gher yaqeeni duniya ko musakhir kiya,positive,247
jab wo off stump ki taraf ball ko dhondne nikalte to aisa maloom hota tha ke jaise bijli koond rahi ho,positive,102
saeed anwar ball ko aise maarte the jaise hathora maar rahe hon,positive,63
aksar saeed anwar ke bat se milaap ke bad ball bijli ki si tezi se boundary line ki taraf jati thi jise rokne ke liye kisi bohat je jeedar fielder ki zarorat hoti thi,positive,166
itna kisi hum asar batsman ne na kiya hoga,positive,42
in ka sab se barhi khobi he off stump ke samandar mein jaal daalna aur wahan se runs ke rang barange moti nikalna thi,positive,117
in ka sab se barha test score runs not out raha,positive,47
saeed anwar ne one day international matches mein,positive,49
jo inho ne may mein chennai mein khelte hue india ke khilaf banaya tha,positive,70
is yadgaar innings mein fours aur sixes bhi shamil the,positive,54
yeh saeed anwar ka din tha,positive,26
jab inho ne indian balling ka bharkas nikaal diya tha,positive,53
yeh one day international cricket ka sab se barha infaradi score bhi tha,positive,72
mein wisden new saeed anwar ko behtareen cricketers ki top of the list mein shamil kiya,positive,87
aaj kal saed anwar aur in ki wife ka ziyada tar waqt gharibon aur hajatmando ki khidmat o aanat mein guzarta hai,positive,112
saeed anwar ke is safar ke dauran shaiyqeen cricket to aik stylish batsman se mehroom ho gae lekin bohat se zaroratmandon ko un ka masiha mil gaya,positive,146
pakistani cricket ki tareekh ka behtreen batsman all time grades mein kia numaya muqam ka hasiil aur pakistan cricket ko kia naya chehra dene wale javed miandad june ko karachi mein paida huwe,positive,192
cricket se bohot lagao hone ki wajah se in ki khawaish thi ka in kakoi beta cricketer bane,positive,90
javed miandad ko bachpan se circket ka mahoul mila,positive,50
saal ki umar mein javed miandad ka shumar ache cricketers mein kiya jane lage,positive,77
sindh under ka fainal ki dono innings mein sanctuary bana kar inhone selectors ki tawajah apni taraf mubazol karli,positive,114
iss ka bad kardar smar shild tournament mein inhone karachi wahites ki taraf se khelte huwe nathional bank ka kheliaf runs banaye,positive,129
javed miandad kay musalsal umda kar kardagi ne rang dekhaya aur ka world cup ka liye inhe team mein shamil karliya gaya,positive,119
world cup mein apna phela match javed miandad west indies ka khilaf khela aur runs ki pur atemad innings kheli,positive,110
sri lanka ka khilaf khele jane wale match mein javed miandad do wickets hasil kien aur not out rehte huwe runs banaye,positive,117
javed miandad ki kardagi dekhne walon ko mutasir kar gai aur inhein sixs county ki second eleven mein jaga mil gai lakin apni umdah karkardagi ki badolat woh jald hi nahi senior eleven mein shamil hogaye,positive,203
javed miandad ne is test ko jitane mein aham kirdar ada kiya,positive,60
javed miandad asif iqbal ki hamrahi inning ka agaz kiya aur apne phele hi match mein runs ka bara score bana dala,positive,113
isi sires mein unhone kia double sanctuary bana kar double sanctuary banane wale sub se kam umar player hone ka azaz hasil kiya,positive,127
mein jab bharat ki team pakistan ka dore per ai to mulk mein cricket ki maqboliyat apne urooj per thi,positive,101
kia taweel arse bad dour riwayati hereef kia dusre may mad e muqabil the,positive,72
javed miandad ne bharat ka khilaf faisalabad mein khele jane wale phele test mein runs banaye aur not out raha aur phir karachi mein khele jane wale tesre test mein javed miandad aik aur century banai,positive,200
asif iqbal ka sath miandad ki inning qabil e deed thi,positive,53
dono ne jis andaz mein bharti fielding ko mutashir kar ka runs samaete shayid hi aisi innings dobara kabhi dekhne mein na aye,positive,125
aik dilchaps baat ye hai ka duniya ko wicket ka darmiyan dorna sikhne wale ye dono khilari apne apne career ki akhri inning bharat mein khele aur dono hi iss inning mein run out hi huwe,positive,185
